review_text,sentiment
The desktop app now takes upward of thirty seconds just to load the home screen.,Frustrated
Onboarding took nearly a month longer than we were told it would.,Frustrated
Our API quota reset time changed without notice and threw off every job built around it.,Frustrated
Renewal terms this year quietly dropped a feature we were told was included for life.,Frustrated
The API responses have been consistent enough that we don't think twice about them.,Neutral
"The last few interactions with support have been fine, nothing exceptional either direction.",Neutral
"We've never had to escalate a support ticket, which says a lot on its own.",Satisfied
The recent email notification about the update was clear enough to act on.,Neutral
The API documentation examples reference endpoints that were deprecated over a year ago.,Frustrated
Not a great sign when the support portal itself goes down more than once in a quarter.,Frustrated
The recent outage was brief and didn't really affect our workflow that day.,Neutral
The dashboard layout took some adjusting to after the last update.,Neutral
The onboarding specialist followed up a week later just to make sure everything was still running smoothly.,Satisfied
"A scheduled report arrived a few minutes late once, otherwise on time.",Neutral
The platform's search has consistently returned exactly what we're looking for.,Satisfied
Usage has dropped off a bit as our needs changed.,Neutral
"The API integration took less than a day to set up, start to finish.",Satisfied
The recent leadership change at the vendor has clearly deprioritized the features we actually care about.,Frustrated
"Almost two years in, and the mobile notifications have become so unreliable that people just check manually now.",Frustrated
The permissions system is serviceable; session timeouts show up occasionally but rarely block us.,Neutral
"We've been customers for about five months, daily use, and it's too early to say much beyond it working as expected.",Neutral
A support ticket we filed last month got resolved without much back and forth.,Neutral
We caught a bug where deleting a record doesn't actually remove it from the exports.,Frustrated
The export scheduler has missed its run time on and off for the past month straight.,Frustrated
The platform handles our current volume without any noticeable strain.,Neutral
"Three support reps, three different answers to the exact same question.",Frustrated
"Support's hours don't overlap perfectly with ours, but it hasn't caused real problems.",Neutral
"The reporting export occasionally needs a manual refresh, otherwise it's dependable.",Neutral
The recent update added a setting we haven't had a reason to touch yet.,Neutral
Our workflow depended on a keyboard shortcut the recent redesign quietly removed.,Frustrated
We're paying more this year for a support tier that hasn't felt any faster.,Frustrated
"Our team's onboarding of the API took a single afternoon, faster than we expected.",Satisfied
"Been a customer for close to two years now, and the bug count this past stretch has genuinely piled up.",Frustrated
"About ten months as a customer, heavy use through the API, without a single issue serious enough to mention.",Satisfied
"The account manager actually remembers our setup between calls, which we appreciate.",Satisfied
"We're a newer account, so still calibrating what normal usage looks like for us.",Neutral
Haven't run into anything worth flagging this cycle.,Neutral
We caught the platform quietly deprecating an endpoint with only a one-line mention in the release notes.,Frustrated
"A teammate mentioned the search felt slightly slower this week, nothing dramatic.",Neutral
We lost about a day of work when an update silently changed our default settings without warning.,Frustrated
"We're a fairly light user, so it's hard to form a strong opinion yet.",Neutral
We were told the outage was a one-off. It's happened twice more since.,Frustrated
The export tool handled a much larger dataset than usual without any issues last week.,Satisfied
The last update didn't really register as a big change for our workflow.,Neutral
"We haven't had strong feelings about the recent visual changes, just different.",Neutral
We're satisfied enough with the current plan that renewal hasn't been much of a discussion.,Neutral
"Nine weeks as a customer and we've already had our first unexplained outage, right during a demo to our own clients.",Frustrated
"We've had a consistently positive relationship with this vendor since day one, still true today.",Satisfied
"Still broken. Same bug as last week, no fix in sight.",Frustrated
"Ran into one login hiccup, resolved itself the next day.",Neutral
We've had this running for over a year without a single real complaint.,Satisfied
Our billing has matched the contract so far this year.,Neutral
"Still setting things up on our end, too early to say much either way.",Neutral
Half our reports broke overnight and support's first response was to ask if we'd tried refreshing.,Frustrated
We're barely six weeks into using this and already dealing with more bugs than our old tool gave us in a year.,Frustrated
The platform handled our end-of-year reporting crunch without a single delay.,Satisfied
The export feature has never once let us down during a client presentation.,Satisfied
The recent update didn't change much for how our team actually uses it.,Neutral
I don't think our account rep has read a single ticket we've filed this year.,Frustrated
The recent price structure actually rewards our growing usage instead of penalizing it.,Satisfied
Our IT team specifically called out how clean the API's error handling is.,Satisfied
Woke up to another outage this morning. Second one in two weeks.,Frustrated
Our account manager has changed three times this year with no handoff notes each time.,Frustrated
Support's answer to our audit question came with references we could actually cite internally.,Satisfied
"The export format is fine for our purposes, though we haven't tried the newer options yet.",Neutral
Our team's new hires pick this up faster than almost any other tool we use.,Satisfied
"The tool has become part of our routine, not much else to add.",Neutral
"Our nightly sync has dropped records roughly once a week for the past month, with nothing logged to explain why.",Frustrated
Notifications either flood us constantly or don't show up at all. No middle ground.,Frustrated
Our team's favorite part is honestly just how little we have to think about it.,Satisfied
"Nine months of light weekly use, and we still haven't found anything to point to as a downside.",Satisfied
"The support widget sometimes takes a moment to load, hasn't been a real issue.",Neutral
The export process has been dependable enough that we no longer keep a manual backup of it.,Satisfied
Our team's renewal conversation this year was mostly just confirming we wanted to continue.,Satisfied
The export tool has been rock solid since we started using it.,Satisfied
Every automated report has needed manual verification since the sync bug started.,Frustrated
"The reporting numbers seem to line up with what we're tracking internally, more or less.",Neutral
Our sub-accounts got consolidated under one billing entity and double-charged us for the transition month.,Frustrated
"It's become routine at this point, no strong feelings either way.",Neutral
"The API works fine for what we need, not much more to add.",Neutral
"Nearly two years in, weekly use across the team, and it's been smooth the entire way through.",Satisfied
"Ten weeks in, and the same export bug from week two is still unresolved.",Frustrated
The trial-to-paid transition somehow reset all of our saved preferences.,Frustrated
"Nearly two years as a customer, heavy use through the API, with the usual small bugs that come with any platform.",Neutral
Our finance team is still trying to reconcile an invoice from two months back.,Frustrated
The export naming convention changed mid-quarter and broke every script that depended on it.,Frustrated
"The team rotates who checks the dashboard, so usage patterns vary a bit.",Neutral
I've reported the same login bug three separate times and it keeps coming back.,Frustrated
We're evaluating whether to expand usage to another team next quarter.,Neutral
"The recent price negotiation was handled fairly, and neither side had to push hard.",Satisfied
The recent price lock for multi-year customers made this an easy renewal decision.,Satisfied
Onboarding took a little longer than expected but got there in the end.,Neutral
A minor bug came up last quarter and got resolved without much drama.,Neutral
Our team's experience onboarding a second business unit was even smoother than the first.,Satisfied
"Support walked us through a complex setup patiently, even though it took a while.",Satisfied
"The dashboard covers what we need, though we haven't tested the limits of it much.",Neutral
"Coming up on eight months, weekly use across the team, and it's been dependable from day one.",Satisfied
"About six months as a customer, daily use across the team, and the bug count alone has us reconsidering the whole relationship.",Frustrated
Our team's monthly review of this tool didn't turn up anything worth flagging either way.,Neutral
"Support followed up proactively after a minor bug, even though we hadn't asked them to.",Satisfied
The account got flagged for suspicious activity because of our own scheduled automation. Took days to unblock.,Frustrated
"Two invoices, two different billing errors, same billing cycle.",Frustrated
We've had genuinely helpful support interactions every single time we've reached out this year.,Satisfied
"We're a year and a half in, and the last quarter has genuinely felt like a step backward.",Frustrated
Getting genuinely tired of re-explaining our setup to a new support rep every single time.,Frustrated
The API documentation is some of the clearest we've worked with.,Satisfied
We're waiting to see next quarter's numbers before deciding on the upgrade.,Neutral
Support was responsive to our onboarding questions.,Neutral
Honestly the support chat routed us through three different queues before anyone answered.,Frustrated
Our finance team's audit this year flagged zero discrepancies related to this platform.,Satisfied
We've never had a single billing dispute in the years we've been a customer.,Satisfied
Our team's process now includes a manual double-check because we no longer trust the automated one.,Frustrated
We've had this account for three years and it's never once given us a reason to look elsewhere.,Satisfied
Support's suggestion for our integration bug was to switch to a completely different tool.,Frustrated
We flagged a data accuracy issue weeks ago and the numbers still don't match.,Frustrated
"Three years of daily use now, and the bug count over that whole stretch has been close to zero.",Satisfied
"The recent redesign actually made things easier to find, which doesn't always happen.",Satisfied
"Three years as a customer now, and the bug-free stretch we've had this past year has been genuinely impressive.",Satisfied
We keep our own workaround document at this point because official fixes take so long to land.,Frustrated
The export queue backed up for two full days last week with no status update posted anywhere.,Frustrated
Support handled our account transfer between departments without losing any historical data.,Satisfied
"Same question, three different contacts, three different answers.",Frustrated
"The onboarding call covered the essentials, nothing beyond that really.",Neutral
"Our second billing correction request this quarter, same root cause both times.",Frustrated
The recent consolidation of two legacy features actually made training new hires faster.,Satisfied
Our team's confidence in the platform grew significantly after the last incident was handled so well.,Satisfied
Our second onboarding call still didn't get SSO configured correctly.,Frustrated
Every quarter brings a UI change that breaks something our team had built a habit around.,Frustrated
Honestly can't remember the last time something actually broke on us.,Satisfied
The export tool's recent speed improvements cut our monthly reporting time by a real margin.,Satisfied
Our finance team said reconciling invoices here takes a fraction of the time compared to other vendors.,Satisfied
"Our team's overall verdict remains simple: reliable, fairly priced, and easy to work with.",Satisfied
"A support agent walked us through a setting change over chat, worked as expected.",Neutral
The recent API changelog entry didn't affect any of our current integrations.,Neutral
"We're a year in, heavy use across the team through the API, and the total absence of real bugs has made renewal an easy call.",Satisfied
It took escalating to a manager just to get a straight answer about a refund we were owed.,Frustrated
"One of our team members handles this tool exclusively, so feedback is limited.",Neutral
The recent redesign of the export flow got positive feedback from the whole team.,Satisfied
Our team's onboarding of new hires onto this tool takes less than a day now.,Satisfied
The platform's reporting accuracy has held up under every audit we've run against it.,Satisfied
Our compliance concern about shared credentials still hasn't gotten a substantive response.,Frustrated
"A couple of small bugs, both got fixed within a week or so.",Neutral
The API's rate limits are generous enough that we've never had to think about them.,Satisfied
"The audit turned up permissions nobody remembers granting, and support couldn't explain them either.",Frustrated
A minor sync delay resolved itself without us needing to do anything.,Neutral
The billing team caught and corrected a discrepancy before we even noticed it ourselves.,Satisfied
Our compliance review this year went smoothly thanks to how well the audit trail is maintained.,Satisfied
"Renewal was straightforward, no complaints or praise really.",Neutral
"A recent status update mentioned scheduled maintenance, which went as planned.",Neutral
Our compliance officer said the audit trail here is the best she's worked with.,Satisfied
Our data has synced reliably enough that we don't think about it much.,Neutral
Our ops lead had to escalate the support ticket twice before anyone even replied.,Frustrated
Our team's renewal decision this year took about five minutes to agree on internally.,Satisfied
The recent consolidation of user roles removed a permission our compliance team actually needs.,Frustrated
Support's escalation process worked exactly as described the one time we needed it.,Satisfied
Support's follow-through on a promised fix was delivered exactly on the timeline they gave us.,Satisfied
An API endpoint we relied on got deprecated with barely a mention in the release notes.,Frustrated
"The recent consolidation of two menus took getting used to, nothing more than that.",Neutral
"Light use for about six months, and the one bug we ran into got fixed before it really mattered to us.",Neutral
"We've never had to chase down a fix, everything's been handled proactively.",Satisfied
"The export limit dropped without notice, so now our monthly report needs three separate downloads.",Frustrated
We've had to explain our use case to three different sales contacts with zero continuity between them.,Frustrated
"Two and a quarter years of use, and the bug backlog has grown enough this year that it's become a running frustration on our team.",Frustrated
"The mobile app has started crashing on export, which it never used to do.",Frustrated
It's rare that a tool this central to our workflow causes this little friction.,Satisfied
The recent consolidation of admin settings buried options our IT team relies on daily.,Frustrated
Our team has recommended this tool internally more than any other software we use.,Satisfied
Our team's trust in the export accuracy has never wavered.,Satisfied
"The billing cycle lines up with our fiscal calendar, which has been convenient.",Neutral
Reliability has gone downhill this year with no real explanation from anyone we've spoken to.,Frustrated
The account's two-factor setup locked out three team members in the same week.,Frustrated
The recent outage notice included a clear root cause and a fix timeline that was actually met.,Satisfied
"Our team's overall take after two years: reliable, well-supported, and worth what we pay.",Satisfied
The recent price increase came with a downgrade to our support tier unless we paid even more.,Frustrated
"The recent mobile update finally brought feature parity with the web app, and it shows.",Satisfied
"The webhook retries started failing silently, and it cost us a full day tracing the gap.",Frustrated
"Nearly two years in, weekly use across the team, and every renewal has been an easy yes.",Satisfied
Our team's overall verdict after renewal season: no reason to look elsewhere.,Satisfied
"We're coming up on two years, mostly weekly through the API, and it's been steady enough that we don't think about it much.",Neutral
"About four months in, light daily use, and our opinion is still forming since we haven't used it heavily yet.",Neutral
Nobody proactively told us about the breaking API change; we found out when things stopped working.,Frustrated
The last renewal quote came in almost forty percent higher with no new features to justify it.,Frustrated
We compared it against another provider recently and it came out roughly even.,Neutral
We've kept the same plan for a while now since our needs haven't really changed.,Neutral
Prices keep climbing every renewal and nobody on our end can point to why.,Frustrated
"It feels like every support interaction starts from zero, like there's no record of our history at all.",Frustrated
"We caught the same duplicate-entry bug a fourth time, across two different reps, still unfixed.",Frustrated
Our last support interaction was brief and resolved the question we had.,Neutral
We haven't had a reason to escalate anything this year.,Neutral
"Two years of daily use, and the past few months have felt like a steady stream of small breakages.",Frustrated
Not much to add this cycle. Usage has been light and uneventful.,Neutral
"Our data volume has grown steadily, and performance has kept pace so far.",Neutral
"Two years of light weekly use, and the experience has stayed pretty consistent the whole way through.",Neutral
"Our team lead flagged the same accessibility bug twice, six months apart, and it's still there.",Frustrated
The account got rate-limited during a scheduled batch job that's run the same way for months.,Frustrated
"We occasionally see a delay in notifications, but it hasn't caused any real problems.",Neutral
The billing cycle has aligned cleanly with our internal accounting every single time.,Satisfied
The consolidation of admin settings hid options our IT team needs on a weekly basis.,Frustrated
The mobile notifications come through reliably enough for our purposes.,Neutral
Our compliance team signed off on the recent security review without a single follow-up question.,Satisfied
The recent migration to the new backend went smoother than any migration we've done with other vendors.,Satisfied
This year's renewal quietly removed the cancellation grace period we used to have.,Frustrated
Our team's dashboards have survived three major platform updates without breaking once.,Satisfied
Single sign-on broke for about a third of our users after the product consolidation.,Frustrated
The onboarding specialist checked in twice in the first month just to make sure things were going well.,Satisfied
"The recent update changed a couple of menu locations, took a bit to adjust.",Neutral
Search results have gotten noticeably less reliable since the last major update.,Frustrated
Our ops lead called the recent update a genuinely pleasant surprise.,Satisfied
The account rep proactively flagged an upcoming price change months in advance.,Satisfied
Our ops lead is still reviewing whether the subscription cost lines up with how much we actually use it.,Neutral
"Our team's confidence in this vendor was reinforced again this quarter, nothing but smooth sailing.",Satisfied
"The onboarding specialist who set up our account left the company, and the loose ends never got picked up.",Frustrated
The platform's export reliability has made it the one report our leadership team never questions.,Satisfied
The recent outage postmortem raised more questions than it answered about data integrity.,Frustrated
Support's documentation answered our question before we even had to open a ticket.,Satisfied
Our audit log has gaps corresponding to exactly the days we had open support tickets.,Frustrated
The billing portal has shown the wrong plan name for two months now despite us flagging it twice.,Frustrated
"About eight months of heavy daily use, and we genuinely can't think of a single bug worth mentioning.",Satisfied
The platform's export accuracy has held up even as our data volume has grown significantly.,Satisfied
Support macros keep landing in our inbox that clearly don't match what we actually asked.,Frustrated
The mobile notifications have been dependable enough that we rely on them fully now.,Satisfied
"Support resolved our question in the first message, no back and forth needed.",Satisfied
About nine months in and we're already on our fourth thread about the same unresolved sync issue.,Frustrated
The recent price change wasn't really a deciding factor for us one way or the other.,Neutral
Our compliance team said the recent certification renewal was the easiest one on their list this year.,Satisfied
The recent bug fix broke something else that had been working fine for a year.,Frustrated
We're now paying for a feature tier we downgraded from two months ago.,Frustrated
The recent redesign removed the bulk-edit feature our team used almost every day.,Frustrated
Our onboarding took about the amount of time we were told to expect.,Neutral
"The onboarding team walked us through everything clearly, no loose ends.",Satisfied
We're keeping an eye on usage to decide if we need to adjust our plan next renewal.,Neutral
Our department head specifically asked that we keep this vendor when budgets were reviewed.,Satisfied
"Two years of daily use, and this past quarter's bugs have been bad enough that we're actively looking at alternatives.",Frustrated
The platform's reliability has made it one of the few tools nobody on our team complains about.,Satisfied
"Nothing has stood out so far either way, still early days.",Neutral
"The storage limit dropped mid-cycle without notice, and we only found out when uploads started failing.",Frustrated
Support handled a complex multi-account migration without a single error on their end.,Satisfied
"Nearly three years as a customer, heavy use across the team, without a single outage that's ever actually affected us.",Satisfied
"Our reporting cadence is monthly, so we don't interact with this as often as some teams might.",Neutral
The platform's reliability has let us build client-facing reports with real confidence.,Satisfied
Migrating our data over was smoother than we expected going in.,Satisfied
"Our team's take after the renewal call: straightforward, fair, and no pressure either way.",Satisfied
Our contract renewal added a minimum seat requirement we weren't told about upfront.,Frustrated
The uptime has been essentially perfect for as long as we've been tracking it.,Satisfied
"A teammate found the new search filters a bit different, adjusted after a day or two.",Neutral
The recent redesign made the mobile experience genuinely usable for the first time.,Satisfied
Nobody from the account team has checked in with us in three renewal cycles.,Frustrated
Support closed our bug report as 'working as intended.' It clearly wasn't.,Frustrated
The recent price adjustment felt fair given what we're actually getting.,Satisfied
"Every time support says a fix is live, we still see the same error the next day.",Frustrated
"Our team lead mentioned renewal is coming up, haven't discussed specifics yet.",Neutral
It's been bug after bug this quarter with no real resolution on any of them.,Frustrated
"About a year and a half as a customer, light API use, and it's neither impressed nor frustrated us in that time.",Neutral
Support's clear escalation path meant we knew exactly who to contact for our recent urgent issue.,Satisfied
Every quarter it feels like something we relied on quietly stops working.,Frustrated
"Ten months as a customer, and the export files have started coming through with missing columns.",Frustrated
The free trial terms changed and retroactively affected accounts already past their trial period.,Frustrated
We mainly use it for one specific report each month.,Neutral
We're still fairly new to this and haven't formed strong opinions in either direction.,Neutral
The recent security update was rolled out with zero disruption to our workflow.,Satisfied
"The search feature has been broken since the last release. No fix, no timeline given.",Frustrated
The recent onboarding email covered the basics clearly enough.,Neutral
We're still deciding whether to expand to the higher-tier plan.,Neutral
The recent price review actually resulted in a discount for our renewal.,Satisfied
The export tool has failed on us three times this month alone.,Frustrated
"Our team ran a comparison against a competitor last quarter, and this came out ahead on almost every metric.",Satisfied
Our department head called this the smoothest vendor relationship we've had in years.,Satisfied
Two support reps gave us contradictory answers to the same question within the same week.,Frustrated
"Our reporting needs are pretty simple, so we haven't run into much friction.",Neutral
"Coming up on three years now, daily use across the team, and it's settled into being just part of the routine.",Neutral
"About a year and a half as a customer, weekly use across the team, and the accumulated bugs have really soured the relationship.",Frustrated
Support's proactive suggestion during a routine check-in saved us from a configuration issue down the line.,Satisfied
The onboarding video walkthrough matched our actual product version exactly.,Satisfied
"Coming up on a year, daily API use, and we've never once had to file a bug report, which says a lot.",Satisfied
"Nothing major has come up, we just don't use it that often.",Neutral
Our team's dashboard customizations have survived every update without breaking.,Satisfied
The recent consolidation of support tools means our ticket history from before the switch is just gone.,Frustrated
The recent contract renewal went through without much negotiation on either side.,Neutral
Our billing contact somehow got dropped from invoice notifications after the last account update.,Frustrated
"The recent changelog was longer than usual, but most of it didn't apply to our setup.",Neutral
Support's proactive check-in ahead of our renewal made the whole process feel less transactional.,Satisfied
"Compared to last year, response times from support have really slipped.",Frustrated
"Been with them a year, light usage, and even that's been enough to run into three separate unresolved bugs.",Frustrated
We disputed an overage charge that shouldn't have applied to our plan in the first place.,Frustrated
The platform's help center answered most of what we needed without contacting support directly.,Neutral
"Heavy daily use for a year now, a handful of small bugs along the way, about what we'd expect from any tool this size.",Neutral
"About eighteen months as a customer, weekly use across the team, and it's the total absence of small bugs that's kept us loyal.",Satisfied
"About a year as a customer, light API use, and we've genuinely never had a reason to open a support ticket.",Satisfied
The account team checked in ahead of renewal just to see if our needs had changed.,Satisfied
"Our weekly usage hasn't changed, but the bugs we keep running into have gotten harder to ignore.",Frustrated
"Roughly ten months in, heavy weekly use, and the bug count has been about average for a tool we rely on this much.",Neutral
The export tool has never once corrupted a file in the time we've used it.,Satisfied
Our escalation got reassigned three times before anyone actually looked at it.,Frustrated
Our team's overall impression after the first quarter has been overwhelmingly positive.,Satisfied
"The API keeps timing out during our nightly jobs, and nobody's given us a real explanation why.",Frustrated
We renewed early this year because there was no reason to wait and reconsider.,Satisfied
The recent version bump broke backward compatibility with no warning in the release notes.,Frustrated
Three years as a customer and the reliability has genuinely earned our trust.,Satisfied
"We noticed a small change in how totals are displayed, took a moment to get used to.",Neutral
Support's escalation team resolved a rare edge case faster than we expected.,Satisfied
Nothing has really changed in how we use this since we signed up.,Neutral
"A teammate ran into a permissions question, support cleared it up quickly.",Neutral
The changelog rarely mentions breaking changes before they actually break something.,Frustrated
Support proactively reached out about an upcoming change so we could prepare ahead of time.,Satisfied
"Two and a half years of heavy daily use, and it's held up without a single real complaint from our side.",Satisfied
The recent update to notifications made them more useful without becoming noisy.,Satisfied
"About a year and a half in, running it daily through the API, and the reliability has genuinely earned our trust.",Satisfied
We switched our whole reporting process over to this and haven't regretted it once.,Satisfied
The default timezone silently changed during a routine update and threw off a week of scheduled reports.,Frustrated
Our compliance concern from two months ago still hasn't gotten a real answer.,Frustrated
The status page said everything was fine while we were actively experiencing an outage.,Frustrated
We requested a data deletion for compliance reasons months ago and are still waiting on written confirmation.,Frustrated
Our team's overall sentiment is neither particularly positive nor negative at this point.,Neutral
"Support resolved our one ticket within the hour, which we didn't expect for a Friday afternoon.",Satisfied
We're still waiting on documentation for a feature that shipped over two months ago.,Frustrated
Support's clear communication during a recent maintenance window meant zero surprises for our team.,Satisfied
"Two years of weekly use, and we can count the bugs we've hit on one hand, all of them minor.",Satisfied
"We're not power users, so most of the advanced settings are untouched.",Neutral
We onboarded a whole new department last quarter and it went off without a hitch.,Satisfied
"The dashboard's default sort order isn't quite what we'd choose, but it's a minor thing.",Neutral
The recent feature we requested shipped almost exactly as we'd described it.,Satisfied
The account manager we were assigned hasn't responded to three separate emails.,Frustrated
The reporting dashboard has become genuinely central to how our team makes decisions.,Satisfied
"Eight months of heavy daily use, and we've hit more bugs in that window than in years with our previous vendor.",Frustrated
Our team's overall experience continues to be the kind that just doesn't generate complaints.,Satisfied
The last data export corrupted the currency formatting on every single row.,Frustrated
"About six months as a customer, daily use across the team, and the lack of bugs alone has made this an easy tool to champion internally.",Satisfied
The recent infrastructure change added noticeable lag that wasn't there before.,Frustrated
The integration marketplace listing still shows features that were removed over a year ago.,Frustrated
"A minor UI tweak in the last release took a moment to notice, then it was fine.",Neutral
The recent price increase was modest and clearly explained ahead of time.,Satisfied
"The support experience has been fine, nothing that stands out as especially good or bad.",Neutral
We're mid-contract and haven't had a reason to revisit the terms yet.,Neutral
The onboarding checklist matched exactly what we needed to get set up correctly.,Satisfied
We lost the one support rep who actually understood our setup in the recent restructuring.,Frustrated
Usage has stayed light but steady throughout.,Neutral
Support proactively suggested a setting change that improved our workflow before we'd even noticed the friction.,Satisfied
"The recent audit came back clean, which reflected well on how the platform handles our data.",Satisfied
The export feature now needs a manual retry almost every single time.,Frustrated
"Three weeks of downtime spread across the quarter adds up, even in small chunks.",Frustrated
"We use it mostly for basic reporting, and it does what it needs to.",Neutral
Our monthly usage report looked about the same as it has all year.,Neutral
"A couple of bugs came up, support handled them within a reasonable window.",Neutral
"About eighteen months as a customer, weekly use across the team, and it's the accumulation of small bugs that's finally worn us down.",Frustrated
We caught the platform quietly lowering the export limit with nothing noted in the changelog.,Frustrated
The trial extension we were promised over email never actually got applied.,Frustrated
"One data export ran into an issue, resolved after a follow-up.",Neutral
The recent consolidation of settings pages was intuitive enough that nobody needed a walkthrough.,Satisfied
Nobody mentioned the rate limit change until our batch jobs started failing.,Frustrated
We've recommended this tool in two separate industry forums now.,Satisfied
"Our team's overall experience has been so steady that it barely comes up as a topic anymore, in a good way.",Satisfied
We've had this integrated for over two years and it's never been the source of a single incident.,Satisfied
"Usage has stayed pretty steady lately, no major changes to note.",Neutral
We're still on the fence about upgrading to the next tier.,Neutral
"We haven't tested the newer integrations yet, so no opinion there.",Neutral
We've reported this bug through three different channels now with no consistent tracking of any of them.,Frustrated
"Nine months in, running it through the API daily, and the near-zero bug count is genuinely impressive for a product we lean on this hard.",Satisfied
"We've never had a renewal conversation that felt like a negotiation, just a formality.",Satisfied
We've scaled our usage up significantly and it's handled the load without issue.,Satisfied
It's the second year running the annual report export has needed a manual workaround.,Frustrated
"Nine months of use across the team, and we've hit enough bugs now that people have stopped trusting the exports.",Frustrated
The recent bug we reported got fixed and deployed within the same afternoon.,Satisfied
"The invoice this cycle didn't match our contract, and it took two calls to get it corrected.",Frustrated
We've had this account since near the company's founding and it's scaled with us the whole way.,Satisfied
Support's proactive outage notice gave us enough time to adjust before it even affected us.,Satisfied
"About seven months as a customer, light weekly logins, and even at that pace we've hit enough bugs to lose confidence in it.",Frustrated
Nothing in particular to report this quarter.,Neutral
Support walked us through a migration on a weekend call without any hesitation.,Satisfied
Two support reps told us conflicting things about whether a feature is even supported anymore.,Frustrated
"The mobile app works for quick checks, though we mostly stick to the desktop for real work.",Neutral
The API rate limits haven't been an issue for how we're currently using it.,Neutral
The recent outage during our fiscal close could not have come at a worse time.,Frustrated
The recent feature addition hasn't changed our day-to-day much either way.,Neutral
Our procurement team said this was the easiest renewal negotiation they've had all year.,Satisfied
We haven't run into any billing surprises since we signed up.,Neutral
"Five months of daily use so far, one tiny bug early on that got fixed same-day, otherwise flawless.",Satisfied
"About nine months as a customer, heavy API use, with a handful of bugs that got resolved in a reasonable time.",Neutral
The recent price restructuring effectively doubled our costs for the same feature set we've always used.,Frustrated
"Nine months in, running it through the API daily, and the number of open bugs is genuinely embarrassing for a paid product.",Frustrated
The recent server migration caused about twenty minutes of data loss that nobody has fully explained.,Frustrated
The support team resolved our one ticket within the expected window.,Neutral
Support's willingness to explain the technical reasoning behind a limit made it easier to plan around.,Satisfied
"The dashboard widgets keep rearranging themselves after certain updates, with no way to lock the layout.",Frustrated
The billing portal has never once shown an incorrect charge in the time we've used it.,Satisfied
"Nearly three years as a customer, and the last renewal call felt like talking to someone who'd never used the product.",Frustrated
Two years of use and the recent redesign feels like it was shipped without talking to a single customer.,Frustrated
"The recent feature request we submitted shipped within the quarter, ahead of the estimate we were given.",Satisfied
The recent consolidation of two support tools means our history from before the switch is gone.,Frustrated
"The export queue has never once backed up on us, even during our busiest reporting periods.",Satisfied
"The account has had a couple of role changes on our end recently, unrelated to the platform itself.",Neutral
The recent update to the permissions system made onboarding new admins much simpler.,Satisfied
The recent consolidation of two features into one actually simplified our workflow.,Satisfied
"Our usage has been fairly consistent, no real ups or downs to mention.",Neutral
The recent consolidation of settings actually simplified things for our admins.,Satisfied
"A year and a half as a customer, and the loyalty pricing we negotiated quietly didn't carry over this cycle.",Frustrated
"A recent update changed some terminology in the settings, took a moment to find things again.",Neutral
The export throttling kicks in earlier than the documented limit actually says it should.,Frustrated
The recent feature release addressed exactly what we'd been hoping for.,Satisfied
"Our team uses this for a narrow set of tasks, so our view might not reflect the full product.",Neutral
The recent consolidation of two dashboards into one actually reduced the clicks needed for our daily tasks.,Satisfied
The recent price hike came bundled with a feature removal instead of an addition.,Frustrated
"Nearly two years in, and it's the accumulation of small bugs, not any one big thing, that's worn us down.",Frustrated
Our team no longer trusts the scheduled exports enough to skip the manual check.,Frustrated
Support walked a new hire through the whole setup patiently on their first day.,Satisfied
"We haven't explored most of the advanced features yet, so it's hard to say much beyond the basics.",Neutral
Usage has been split fairly evenly between a few team members.,Neutral
We've had three separate incidents this year where data just didn't save.,Frustrated
"The export feature works, though we occasionally have to retry it once.",Neutral
"Same crash on the reporting page, third time this month.",Frustrated
"Eight months of heavy daily use, and we've hit fewer bugs in that window than in years with our previous vendor.",Satisfied
"We're a fairly light user of the platform, so we haven't formed a strong opinion yet.",Neutral
The recent consolidation of the billing dashboard made our monthly reconciliation noticeably faster.,Satisfied
The promised onboarding call never got scheduled despite two follow-up emails.,Frustrated
Our custom fields vanished after what was supposed to be a routine update.,Frustrated
"About a year as a customer, heavy daily use, and it's become the one tool on our team nobody complains about.",Satisfied
"The account manager checks in periodically, nothing urgent has come up on either side.",Neutral
"Coming up on a year, daily API use, and the bug reports we keep filing have made us seriously consider cancelling.",Frustrated
The recent update improved battery usage on the mobile app noticeably.,Satisfied
Support reopened the same closed ticket instead of addressing the new details we'd added.,Frustrated
"About four months as a customer, and daily use across the team has already turned up more bugs than we expected this early.",Frustrated
The recent redesign of the reporting module made a genuinely complex process feel simple.,Satisfied
Not thrilled with how this renewal negotiation went. Felt more like a sales pitch than a conversation.,Frustrated
"Daily use across the team for around eight months now, one or two minor bugs, nothing that's shifted our opinion either way.",Neutral
"The team mostly checks in on it weekly, not much more than that.",Neutral
The recent update to the reporting module made our monthly close noticeably faster.,Satisfied
Our experience has been steady enough that it rarely comes up in team meetings.,Neutral
We're still waiting on a callback from an escalation filed almost two weeks ago.,Frustrated
"Our usage dipped a bit over the holidays, back to normal since.",Neutral
"Two years of daily use, and this past quarter has been as bug-free as every quarter before it.",Satisfied
The recent consolidation of billing across our subsidiaries actually made things clearer for our accountants.,Satisfied
The recent consolidation of our sub-accounts actually simplified billing instead of complicating it.,Satisfied
Our team appreciated that support followed up after the fix to confirm everything was still working.,Satisfied
